Job Title,Company,Salary,Address
Nhân Viên Thiết Lập Landing Page,Công ty Cổ phần BPO Mắt Bão,658 triệu VND,Hồ Chí Minh
Business Intelligence Analyst | Melive,Công ty Cổ phần METUB Việt Nam,thoả thuận,Hồ Chí Minh
Game Designer,Grep Game,thoả thuận,Hà Nội
Fullstack Engineer,Nichietsu,thoả thuận,Hồ Chí Minh
React Native Developer,Nichietsu,thoả thuận,Hồ Chí Minh
Project Coordinator - Chuyên Viên Điều Phối Dự Án (Upto 18M),CÔNG TY CP CÔNG NGHỆ GIÁO DỤC TRƯỜNG HỌC TRỰC TUYẾN - ONSCHOOL,12 - 18 triệu VND,Hà Nội
Junior Tester,Công ty cổ phần thương mại trực tuyến An Thịnh Phát,10 - 15 triệu VND,Hà Nội
"Cộng Tác Viên Phát Triển Học Liệu Toán Parttime, Lương Cứng 40k/Giờ.",CÔNG TY CP CÔNG NGHỆ GIÁO DỤC TRƯỜNG HỌC TRỰC TUYẾN - ONSCHOOL,3 - 4 triệu VND,Hà Nội
Cộng Tác Viên Điều Dưỡng Ứng Dụng Y Tế Online - Up To 10 Triệu + Thưởng (Remote/Online),Beetechsoft,10 triệu VND,Hà Nội & 2 nơi khác
Lập Trình Viên Back-End PHP,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,7 - 15 triệu VND,Hà Nội
Backend Golang Developer,CÔNG TY CỔ PHẦN THE 20,20 - 30 triệu VND,Hồ Chí Minh
Fullstack Developer - Đà Nẵng,FPT IS,25 - 40 triệu VND,Đà Nẵng
Nhân Viên IT Support,CÔNG TY CỔ PHẦN OMINEXT,9 - 11 triệu VND,Hà Nội
Kỹ Sư Lập Trình C#,Công ty cổ phần phần mềm nhúng NATA,10 - 15 triệu VND,Hà Nội
Tester,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,10 - 20 triệu VND,Hà Nội
Java Developer,Khối Công nghệ thông tin - Viettel Telecom,thoả thuận,Hà Nội
Nhân Viên IT Support/ IT Helpdesk (Fresher),Công ty TNHH Thương mại và Dịch vụ TSG,7 - 9 triệu VND,Hà Nội
Flutter Developer (Middle),Công ty TNHH phần mềm 2NF,17 - 30 triệu VND,Hà Nội
Business Analyst (Good English),FPT IS,thoả thuận,Hà Nội
Lập Trình Viên Odoo Python,"Magenest.,JSC",thoả thuận,Hà Nội
Chuyên Viên Sáng Tạo Nội Dung Bằng AI,CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY LẮP MEIKO,10 - 15 triệu VND,Hà Nội
Customer Support (ICT Project),SVTECH,12 - 20 triệu VND,Hà Nội
Business Analyst - Có Kinh Nghiệm Mảng Thanh Toán,Công ty Cổ phần Hệ thống Công nghệ ETC,15 - 40 triệu VND,Hà Nội
SEO Execution Specialist,Công ty TNHH Pentalog Việt Nam,thoả thuận,"Hà Nội, Đà Nẵng"
Nhân Viên Pháp Chế Dự Án,Công ty Cổ phần Công nghệ SAVIS,thoả thuận,Hà Nội
Middle/Senior Manual Tester (Blockchain Domain),CÔNG TY CỔ PHẦN ĐẦU TƯ NGHIÊN CỨU PHÁT TRIỂN CÔNG NGHỆ CAO NAMI CORP,thoả thuận,Hồ Chí Minh
Computer Vision Engineer,"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",thoả thuận,"Đà Nẵng, Hà Nội"
Chuyên Viên Chăm Sóc Khách Hàng (Onboarding Agent),CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,8 triệu VND,"Hồ Chí Minh, Hà Nội"
Tester - Đà Nẵng,FPT IS,thoả thuận,Đà Nẵng
Project Manager (Quản Lý Dự Án),Công ty cổ phần phần mềm REVOTECH,35 triệu VND,Hà Nội
Thực Tập Sinh IOS,Công ty cổ phần Công nghệ Proton,1 - 2 triệu VND,Hà Nội
Game Designer,CÔNG TY TNHH SENSPARK,13 - 20 triệu VND,Hồ Chí Minh
Nhân Viên Xử Lý Dữ Liệu Hợp Đồng,CÔNG TY CỔ PHẦN INSMART,13 triệu VND,Hà Nội
Nhân Viên Tổ Dữ Liệu (Trực Thuộc Phòng Đào Tạo),Trường Đại học Thăng Long,thoả thuận,Hà Nội
Nhân Viên Game Designer,Công ty TNHH  Công nghệ EZLABS,15 - 20 triệu VND,Hà Nội
Android Developer,CÔNG TY CỔ PHẦN OMINEXT,thoả thuận,Hà Nội
Chuyên Viên Cấp Cao UI/ UX,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,thoả thuận,Hà Nội
React Native (Mobile App Developer) - Edtech,"Step Up Education.,Jsc",20 - 30 triệu VND,Hà Nội
Angular Developer (Từ 02 Năm Kinh Nghiệm),Viettel Software,thoả thuận,Hà Nội
Content Operations Fresher,CÔNG TY CỔ PHẦN SMARTOSC,thoả thuận,Hà Nội
Nhân Viên Vận Hành Ứng Dụng (Devops),Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),thoả thuận,Hà Nội
"Fullstack Developer (Java, Reactjs)",Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,thoả thuận,Hà Nội
"Kỹ Sư Phần Mềm Full-Stack (Node JS, Javascript)",Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,thoả thuận,Hà Nội
Project Manager - Không Cần Kinh Nghiệm,CÔNG TY CỔ PHẦN POWERGATE SOFTWARE,thoả thuận,Hà Nội
Java Developer,Viettel Digital,thoả thuận,Hà Nội
"Manual Test - Không Yêu Cầu Tiếng Anh, Onsite",Công Ty Cổ Phần Công Nghệ VMO Holdings,thoả thuận,Hà Nội
Senior Java Developer,Unit Corp,thoả thuận,Hồ Chí Minh
Junior Backend (Nodejs),Công Ty TNHH Giáo Dục Thông Minh Homa Việt Nam,15 - 30 triệu VND,Hà Nội
AI Software Engineer,Công ty Cổ phần Trí tuệ nhân tạo Taureau (TAUREAU.AI),thoả thuận,Hà Nội
2D Game Artist,WAYFU STUDIO,12 triệu VND,Hà Nội
Chuyên Viên SEO Website Tin Tức Bóng Đá,CÔNG TY TNHH WORLD WAVE CULTURE TECHNOLOGY,13 - 18 triệu VND,Hồ Chí Minh
Giám Đốc Công Nghệ Thông Tin (CTO),CÔNG TY TNHH DỊCH VỤ PHẦN MỀM HUMAN OFFSHORE PARTNERS,thoả thuận,Hà Nội
Founding Senior ML/AI Engineer (Gen AI),"SANERAI CO ., LTD",50 - 70 triệu VND,Hồ Chí Minh
Nhân Viên Sáng Tạo Nội Dung Game - Game Designer,CÔNG TY TNHH CÔNG NGHỆ TAAP VIỆT NAM,30 triệu VND,Hà Nội
"BA Fresher (JP, KR, EN)",Công ty Cổ phần NTQ Solution,6 triệu VND,Hà Nội
Fullstack Developer,Công ty CP Nghiên cứu và phát triển Fabbi,thoả thuận,Hà Nội
Teachlead (NodeJS/ReactJS),CÔNG TY CỔ PHẦN ICORP,thoả thuận,Hà Nội
Senior NodeJs/ ReactJS,CÔNG TY CỔ PHẦN ICORP,thoả thuận,Hà Nội
Lập Trình Viên,CÔNG TY TNHH VILAPA,thoả thuận,Hà Nội
Fullstack Engineer,CÔNG TY TNHH EIGHT ONE INTERNATIONAL,thoả thuận,Hồ Chí Minh
Shopify Backend Developer,CÔNG TY CỔ PHẦN OMINEXT,thoả thuận,Hồ Chí Minh
Game Designer,Công ty TNHH Rainbow 5S,"1,500 - 2,000 usd",Hồ Chí Minh
Middle/Senior QC Engineer,Công ty Cổ phần Solazu,thoả thuận,Hồ Chí Minh
Shopify Full-Stack Developer (Junior-Mid),Meowcart Ecommerce,13 - 18 triệu VND,Hồ Chí Minh
Data Engineer (Junior),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,"1,200 usd",Hà Nội
Nhân Viên Lập Trình Mobile,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,15 - 25 triệu VND,Hà Nội
Chuyên Viên Cao Cấp Phân Tích Dữ Liệu,Công ty Cổ phần Chứng khoán An Bình,thoả thuận,Hà Nội
Thực Tập Sinh Viễn Thông (Quận 9),Công ty Cổ phần viễn thông FPT,2 - 4 triệu VND,Hồ Chí Minh
"Thực Tập Sinh Viễn Thông (Q5, Q6, Q10, Q11)",Công ty Cổ phần viễn thông FPT,2 - 4 triệu VND,Hồ Chí Minh
Thực Tập Sinh Viễn Thông (Quận 12),Công ty Cổ phần viễn thông FPT,2 - 4 triệu VND,Hồ Chí Minh
Business Analyst - Chuyên Viên Phân Tích Nghiệp Vụ,Công ty CP Vinhomes,thoả thuận,Hà Nội
Business Analyst IT (BA IT),Công ty cổ phần phần mềm REVOTECH,22 triệu VND,Hà Nội
Flutter Developer,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,15 - 20 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,10 - 18 triệu VND,Hà Nội
Flutter Developer (Mobile App),Công ty TNHH Volio Việt Nam,10 - 18 triệu VND,Hà Nội
Golang Developer (Junior - Senior),CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK VIỆT NAM,20 - 40 triệu VND,Hà Nội
Chuyên Viên Marketing,Công ty TNHH Thakral One chi nhánh Hà Nội,500 usd,"Hà Nội, Hồ Chí Minh"
Nhân Viên SEO Website,CÔNG TY CỔ PHẦN CÔNG NGHỆ THB VIỆT NAM,10 - 15 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,15 - 25 triệu VND,Hà Nội
Nhân Viên Thiết Lập Landing Page,Công ty Cổ phần BPO Mắt Bão,658 triệu VND,Hồ Chí Minh
Business Intelligence Analyst | Melive,Công ty Cổ phần METUB Việt Nam,thoả thuận,Hồ Chí Minh
Game Designer,Grep Game,thoả thuận,Hà Nội
Fullstack Engineer,Nichietsu,thoả thuận,Hồ Chí Minh
React Native Developer,Nichietsu,thoả thuận,Hồ Chí Minh
Project Coordinator - Chuyên Viên Điều Phối Dự Án (Upto 18M),CÔNG TY CP CÔNG NGHỆ GIÁO DỤC TRƯỜNG HỌC TRỰC TUYẾN - ONSCHOOL,12 - 18 triệu VND,Hà Nội
Junior Tester,Công ty cổ phần thương mại trực tuyến An Thịnh Phát,10 - 15 triệu VND,Hà Nội
"Cộng Tác Viên Phát Triển Học Liệu Toán Parttime, Lương Cứng 40k/Giờ.",CÔNG TY CP CÔNG NGHỆ GIÁO DỤC TRƯỜNG HỌC TRỰC TUYẾN - ONSCHOOL,3 - 4 triệu VND,Hà Nội
Cộng Tác Viên Điều Dưỡng Ứng Dụng Y Tế Online - Up To 10 Triệu + Thưởng (Remote/Online),Beetechsoft,10 triệu VND,Hà Nội & 2 nơi khác
Lập Trình Viên Back-End PHP,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,7 - 15 triệu VND,Hà Nội
Backend Golang Developer,CÔNG TY CỔ PHẦN THE 20,20 - 30 triệu VND,Hồ Chí Minh
Java Developer,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG TRỰC TUYẾN (VÍ MOMO),thoả thuận,Hồ Chí Minh
Fullstack Developer - Đà Nẵng,FPT IS,25 - 40 triệu VND,Đà Nẵng
Nhân Viên IT Support,CÔNG TY CỔ PHẦN OMINEXT,9 - 11 triệu VND,Hà Nội
Kỹ Sư Lập Trình C#,Công ty cổ phần phần mềm nhúng NATA,10 - 15 triệu VND,Hà Nội
Tester,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,10 - 20 triệu VND,Hà Nội
Java Developer,Khối Công nghệ thông tin - Viettel Telecom,thoả thuận,Hà Nội
Nhân Viên IT Support/ IT Helpdesk (Fresher),Công ty TNHH Thương mại và Dịch vụ TSG,7 - 9 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ - Domain Fintech,Công ty Cổ Phần Giải pháp Công nghệ ITE,12 - 30 triệu VND,Hà Nội
Nhân Viên IT Support/ IT Helpdesk (Fresher),Công ty TNHH Thương mại và Dịch vụ TSG,7 - 9 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ (BA),CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,15 - 22 triệu VND,Hà Nội
Nhân Viên Triển Khai Và Hỗ Trợ Phần Mềm,Công ty TNHH Công nghệ Fastwork Việt Nam,7 - 17 triệu VND,Hà Nội
Lập Trình Viên .NET,CÔNG TY CỔ PHẦN VINSCHOOL,35 triệu VND,Hà Nội
Flutter Developer,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,18 - 30 triệu VND,Hà Nội
AI Engineer,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,18 - 27 triệu VND,Hà Nội
Chuyên Viên Quản Trị Dự Án (PM),Công ty CP Fint Việt Nam,thoả thuận,Hà Nội
Chuyên Viên R&D (Sản Phẩm SEO),Công ty Cổ phần SEONGON Thịnh Vượng,18 - 25 triệu VND,Hà Nội
Nhân Viên Kiểm Thử - Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN SMAC VIỆT NAM,thoả thuận,Hà Nội
Lập Trình Viên AI/ NLP,Công ty CP Phần mềm MOR,20 triệu VND,Hồ Chí Minh
Nhân Viên Chạy Quảng Cáo (Ads Facebook),CÔNG TY CỔ PHẦN TẬP ĐOÀN DR.MAYA,7 - 15 triệu VND,Hà Nội
Middle Business Analyst (SaaS),Công ty TNHH Avada Group (Mageplaza),12 - 18 triệu VND,Hà Nội
Lập Trình Viên Back-End,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,7 - 15 triệu VND,Hà Nội
AI Engineer,CÔNG TY CỔ PHẦN KALAPA,20 - 35 triệu VND,Hà Nội
System Engineer,SVTECH,thoả thuận,Hồ Chí Minh
Thực Tập Sinh Content,Công ty cổ phần Phong Thủy Phùng Gia,331 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ (Ba) & (Tester),Công ty Cổ phần Masscom Việt Nam,12 - 20 triệu VND,Hà Nội
Junior Developer NodeJS ( Từ 2 Năm Kinh Nghiệm),Công ty cổ phần Deepcare Việt Nam,15 - 20 triệu VND,Hà Nội
Magento Developer,Công ty cổ phần kinh doanh công nghệ Open Techiz,15 - 20 triệu VND,Hà Nội
Shopify Full-Stack Developer (Junior-Mid),Meowcart Ecommerce,13 - 18 triệu VND,Hồ Chí Minh
Data Engineer (Junior),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,"1,200 usd",Hà Nội
Nhân Viên Lập Trình Mobile,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,15 - 25 triệu VND,Hà Nội
Chuyên Viên Cao Cấp Phân Tích Dữ Liệu,Công ty Cổ phần Chứng khoán An Bình,thoả thuận,Hà Nội
Chuyên Viên Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN LIFE-COURSE CARE GROUP,15 - 17 triệu VND,Hà Nội
Chuyên Viên Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN VIỆN MẮT QUỐC TẾ VIỆT - NGA,15 - 25 triệu VND,Hà Nội
Nhân Viên Quay Dựng/ Media,Công ty TNHH Thương Mại và Dịch Vụ Wonmom,12 - 17 triệu VND,Hồ Chí Minh
Lập Trình Viên Blockchain,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),thoả thuận,Hà Nội
Data Engineer (Middle),Công ty cổ phần Công nghệ Sapo,20 - 40 triệu VND,Hà Nội
Business Development (B2B),TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,thoả thuận,Hồ Chí Minh
Technical Lead Backend (Java),Unit Corp,thoả thuận,Hồ Chí Minh
Fullstack Developer (Java - Angular),Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,20 - 26 triệu VND,Hà Nội
Lập Trình Viên Java,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,20 - 26 triệu VND,Hà Nội
Flutter Developer,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,20 - 26 triệu VND,Hà Nội
Automation Tester (Chuyên Viên Kiểm Thử),Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,20 - 26 triệu VND,Hà Nội
Business Analyst,CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,16 - 22 triệu VND,Hà Nội
Project Manager Software (Base Tech),Công ty TNHH Relipa,25 - 35 triệu VND,Hà Nội
Senior Business Analyst (AI),"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",thoả thuận,Hà Nội
AI Engineer (NLP Engineer),"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",thoả thuận,"Hà Nội, Đà Nẵng"
Business Analyst (Blockchain),"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",thoả thuận,Hà Nội
Chuyên Viên Kiểm Thứ/ Tester,Công ty TNHH Zensho Hà Nội System Center,12 - 17 triệu VND,Hà Nội
Trợ Lý Dự Án,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ VÀ THƯƠNG MẠI WIINVENT,8512 triệu VND,Hà Nội
Middle/Senior Android Engineer,Công ty Cổ phần VinBigData,thoả thuận,Hà Nội
Middle .Net Developer (Có Tiếng Anh),Công ty Cổ phần VTI,thoả thuận,Hà Nội
Trợ Lý Quản Lý Dự Án,CÔNG TY CỔ PHẦN WOAY,9 - 12 triệu VND,Hồ Chí Minh
Nhân Viên Hỗ Trợ Vận Hành (Phòng CNTT),Bệnh viện Đa khoa Tâm Anh,thoả thuận,Hà Nội
Business Analyst,CÔNG TY TNHH An Ninh An toàn Thông tin CMC,12 - 15 triệu VND,Hà Nội
AI Developer_Có Kinh Nghiệm Tích Hợp AI Vào Dự Án,Công ty Cổ phần Đào tạo trực tuyến Unica,15 - 25 triệu VND,Hà Nội
Nhân Viên Quản Trị Hệ Thống Mạng(Network Engineer),Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),thoả thuận,Hà Nội
Nhân Viên Quản Trị Hệ Thống (System Admin),Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),thoả thuận,Hà Nội
Lập Trình Viên Android,CÔNG TY CỔ PHẦN PHẦN MỀM MIRAI VIỆT NAM,10 - 30 triệu VND,Hà Nội
UI/UX Designer,CÔNG TY TNHH HIPTECH,35 triệu VND,Hồ Chí Minh
Developer (Tools Facebook & Chrome Extensions),CÔNG TY CỔ PHẦN XU HƯỚNG MẠNG,thoả thuận,Hồ Chí Minh
Java Developer,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,30 - 50 triệu VND,Hà Nội
Product Owner (PO),Công ty Cổ phần Tập đoàn Meey Land,25 - 45 triệu VND,Hà Nội
Devops Engineer,Công ty Cổ phần Tập đoàn Meey Land,20 - 40 triệu VND,Hà Nội
C++ Developer,CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,"Hà Nội, Hồ Chí Minh"
Fresher/ Junior Game Designer (Nghỉ T7 & CN),Công ty TNHH Volio Việt Nam,10 - 15 triệu VND,Hà Nội
Senior Project Manager,Alphaway Technology,35 - 45 triệu VND,Hà Nội
"Nhân Viên Tư Vấn B2B (TMĐT, F&B, Phần Mềm)",CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,10100 triệu VND,Hà Nội & 4 nơi khác
DevOps Engineer,FPT Smart Cloud (FCI),thoả thuận,Hà Nội
Nhân Viên Tester (Dự Án Blockchain),CÔNG TY TNHH CÔNG NGHỆ FOOBLA,thoả thuận,Hà Nội
Project Manager- Viettel Digital,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,thoả thuận,Hà Nội
Java Developer (Junior/ Middle)- Viettel Digital,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,thoả thuận,Hà Nội
Nhân Viên SEO Web,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH OXII,10 - 14 triệu VND,Hà Nội
Data Engineer,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,"1,200 usd",Hà Nội
Data Analytics Engineer,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,20 triệu VND,Hà Nội
UX/UI Designer App Mobile (Nghỉ Thứ 7 & CN),Công ty TNHH Volio Việt Nam,10 - 18 triệu VND,Hà Nội
Chuyên Viên Facebook Ads,CÔNG TY TNHH THẨM MỸ LINH ANH SAIGON,12 - 20 triệu VND,Hồ Chí Minh
2D Game Artist,Winter Wolf - IEC Games,25 triệu VND,Hà Nội
Digital Marketing  Junior,CÔNG TY TNHH MAPLE LABS,thoả thuận,Hồ Chí Minh
Lập Trình Viên JavaScript (Reactjs),Công Ty Cổ Phần VCCorp,14 - 16 triệu VND,Hà Nội
Nhân Viên Ba,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,15 triệu VND,Hà Nội
Senior Data Scientist,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),thoả thuận,Hà Nội
Vuejs Developer,CÔNG TY TNHH PHẦN MỀM FPT,thoả thuận,"Hà Nội, Hồ Chí Minh"
Developer Leader (.NET Hoặc Java),Công ty Cổ phần Hệ thống Công nghệ ETC,25 - 50 triệu VND,Hà Nội
Internal Communication Executive,CÔNG TY TNHH GEMCOMMERCE,12 - 15 triệu VND,Hà Nội
Fullstack Developer (Yêu Cầu 3 Năm Kinh Nghiệm),Công ty TNHH Nippon Steel Metal Products Vietnam,50 triệu VND,Hà Nội
Senior Java Web (Springboot/ Spring MVC),Công ty Cổ phần Đầu tư và Giải pháp VietIS,30 - 35 triệu VND,Hà Nội
Lập Trình Viên IT Phần Mềm,Công ty cổ phần xây dựng Đức Anh,13 - 15 triệu VND,Phú Thọ
"Trading Partner Analyst (BA, Project Management)",CÔNG TY TNHH DICENTRAL VIỆT NAM,thoả thuận,Hồ Chí Minh
Android App Developer,Cty TNHH Thundersoft Việt Nam,thoả thuận,Hà Nội
Automotive S/W Test Engineer,Cty TNHH Thundersoft Việt Nam,thoả thuận,Hà Nội
Golang Developer (Junior - Senior),CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK VIỆT NAM,20 - 40 triệu VND,Hà Nội
Fullstack Developer - Đà Nẵng,FPT IS,25 - 40 triệu VND,Đà Nẵng
Chuyên Viên R&D (Sản Phẩm SEO),Công ty Cổ phần SEONGON Thịnh Vượng,18 - 25 triệu VND,Hà Nội
Magento Developer,Công ty cổ phần kinh doanh công nghệ Open Techiz,15 - 20 triệu VND,Hà Nội
Mobile Developer  (React Native/ Fluter),Công ty Cổ phần Đầu tư và Công nghệ HTI,35 triệu VND,Hà Nội
Lập Trình Viên Back-End (Java),CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ VÀ THƯƠNG MẠI WIINVENT,12 - 25 triệu VND,Hà Nội
Thực Tập Sinh IOS,Công ty cổ phần Công nghệ Proton,1 - 2 triệu VND,Hà Nội
Game Designer,CÔNG TY TNHH SENSPARK,13 - 20 triệu VND,Hồ Chí Minh
Nhân Viên Xử Lý Dữ Liệu Hợp Đồng,CÔNG TY CỔ PHẦN INSMART,13 triệu VND,Hà Nội
"Manual Test - Không Yêu Cầu Tiếng Anh, Onsite",Công Ty Cổ Phần Công Nghệ VMO Holdings,thoả thuận,Hà Nội
Trợ Lý Dự Án,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ VÀ THƯƠNG MẠI WIINVENT,8512 triệu VND,Hà Nội
Mobile Developer (React Native / Xamarin),Công ty TNHH rakumo,"1,000 - 2,000 usd",Hồ Chí Minh
Lập Trình Viên,CÔNG TY TNHH THƯƠNG MẠI & KỸ THUẬT V.M.S,thoả thuận,Hồ Chí Minh
Trưởng Bộ Phận Dự Án Xử Lý Dữ Liệu Bản Đồ GIS,CÔNG TY TNHH IOTLINK,thoả thuận,Hồ Chí Minh
Chuyên Viên Telsales Tại Hà Nội - Lương Cơ Bản Từ 7tr (Thu Nhập 12-20tr),iPOS.vn,12 - 20 triệu VND,Hà Nội
Telemarketing Leader (Trưởng Nhóm Gọi Lọc) Edtech,"Step Up Education.,Jsc",13 - 18 triệu VND,Hà Nội
Middle Business Analyst,Công ty Cổ phần Phần mềm Việt Quốc tế (VSII),15 - 25 triệu VND,Hà Nội
Junior Tester,Công ty TNHH Mediastep Software VN,30 triệu VND,Hồ Chí Minh
Lập Trình Viên PHP - Laravel/Wordpress,G Ocean Labs,8 - 17 triệu VND,Hồ Chí Minh
Tester (Tiếng Nhật),Công ty Cổ phần VNEXT SOFTWARE,25 triệu VND,Đà Nẵng
Nhân Viên Bán Hàng Online Máy Tính,Công Ty Cổ Phần Đầu Tư Công Nghệ Hacom,10 - 12 triệu VND,Hà Nội
.NET Developer,Công ty Cổ phần viễn thông FPT,20 - 40 triệu VND,Hồ Chí Minh
Senior Network Engineer,CÔNG TY TNHH DIGI-TEXX,thoả thuận,Hồ Chí Minh
Nhân Viên IT Part Time,Công Ty cổ phần IIG Việt Nam,thoả thuận,Hà Nội
Manual QC,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,30 triệu VND,Hồ Chí Minh
Lập Trình Viên PHP,Công ty cổ phần EMSO Việt Nam,15 - 20 triệu VND,Hà Nội
Fresher Quality Assurance,CÔNG TY CỔ PHẦN SMARTOSC,thoả thuận,Hà Nội
Junior Tester,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,30 triệu VND,Hồ Chí Minh
Product Owner (Smart Ads),BÁO ĐIỆN TỬ VNEXPRESS.NET,thoả thuận,Hồ Chí Minh
QA/Tester (Tiếng Nhật),CÔNG TY CỔ PHẦN CQ TDT ASIA,thỏa thuận,Hà Nội
Thực Tập Sinh Python,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,thoả thuận,Hà Nội
Technical Support - Phần Mềm Thiết Kế Mảng KT-XD,CÔNG TY TNHH  KƠ NIA,thoả thuận,Hồ Chí Minh
Tester,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID,12 - 15 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID,17 - 25 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ (BA),CÔNG TY CỔ PHẦN TẬP ĐOÀN GIÁO DỤC VÀ ĐẦU TƯ EI,10 - 20 triệu VND,Hà Nội
Mid-Level WordPress Developer,CÔNG TY CỔ PHẦN CODE TỐT,10 - 13 triệu VND,Miền Bắc
Chuyên Viên Triển Khai Dịch Vụ,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,10 - 20 triệu VND,Hồ Chí Minh
Manual Tester,BT Group,12 - 20 triệu VND,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Công Ty Cổ Phần Công Nghệ GOGA,15 - 20 triệu VND,Hà Nội
Senior PHP Developer (Laravel),Công ty Cổ phần Công nghệ Prep,30 - 35 triệu VND,Hà Nội
Senior PHP Developer (Laravel),Công ty Cổ phần Công nghệ Prep,30 - 35 triệu VND,Hà Nội
AI Engineer (Junior/Middle),"PIXTA Vietnam Co., Ltd.","600 - 1,300 usd",Hà Nội
Flutter Developer Junior,Công ty TNHH Giải pháp Công Nghệ thông tin và truyền thông Qsoft,10 - 15 triệu VND,Hà Nội
