Job Title,Company,Salary,Address
Lập Trình Viên Android,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,28 - 39 triệu VND,Hà Nội
IOS Developer,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,28 - 39 triệu VND,Hà Nội
BA Data (Dự Án Ngân Hàng),Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,25 - 35 triệu VND,Hà Nội
"Nhân Viên Sale Máy Tính, Máy In - Nhận Việc Ngay",CÔNG TY TNHH KỸ THUẬT VÀ CÔNG NGHỆ MINH ANH,thoả thuận,Hồ Chí Minh
Nhân Viên Chính Sách An Toàn Thông Tin,Vega Corporation,15 - 25 triệu VND,Hà Nội
Presale Network Engineer,VDI - Công ty Cổ phần Đầu tư Kỹ thuật số Việt,35 triệu VND,Hà Nội
Nhân Viên Quản Lý Chất Lượng Phần Mềm - Pqa,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,15 - 35 triệu VND,Hà Nội
Presale Security Engineer,VDI - Công ty Cổ phần Đầu tư Kỹ thuật số Việt,35 triệu VND,Hà Nội
Lập Trình Viên .Net/ Senior,CÔNG TY CỔ PHẦN MPGROUP,12 - 20 triệu VND,Hà Nội
Nhân Viên Quản Trị Kênh,Công ty TNHH Truyền Thông và Giải Trí PAMMedia,7515 triệu VND,Hà Nội
Senior IT Engineer,CÔNG TY TNHH CÔNG NGHỆ HỒNG CƠ,thoả thuận,"Hồ Chí Minh, Hà Nội"
Quản Lý Network Engineer (ISP/Enterprise),CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ TEDEV,thoả thuận,Đà Nẵng
DevOps Engineer - KiotViet FnB,Công ty Cổ phần Công nghệ KiotViet,thoả thuận,Hà Nội
Senior QA Engineer,NashTech,thoả thuận,Hà Nội
Business Development Executive,VIET NAM LIFE TECH,thoả thuận,Hồ Chí Minh
Nhân Viên PHP Laravel,CÔNG TY TNHH FIMETECH,15 - 23 triệu VND,Hà Nội
Chuyên Viên Chính Sách Tuân Thủ An Toàn Thông Tin,Công ty Cổ phần Funtap,thoả thuận,Hà Nội
Chuyên Viên Đánh Giá ANTT (Pentest),Công ty TNHH Thu phí tự động VETC,"1,000 - 2,000 usd",Hà Nội
Cán Bộ Hỗ Trợ Công Nghệ Thông Tin,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,thoả thuận,Hồ Chí Minh
.NET Developer - English Fluent (Hybrid),CÔNG TY CỔ PHẦN AHT TECH,"2,500 usd","Hồ Chí Minh, Hà Nội"
Event Planner,CÔNG TY CỔ PHẦN HYRATEK,thoả thuận,Hà Nội
System Administrator (Linux/Window),"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",thoả thuận,Hà Nội
Nhân Viên Marketing Research,CÔNG TY CỔ PHẦN TLD VIỆT NAM,10 - 20 triệu VND,Hà Nội
Nhân Viên Kỹ Thuật Lắp Đặt,Công ty Cổ phần MK Vision,thoả thuận,Hà Nội
Chuyên Viên Đánh Giá ANTT (Pentest),CÔNG TY CỔ PHẦN VETC,20 - 45 triệu VND,Hà Nội
Chuyên Viên Bảo Mật,Công ty Cổ phần Truyền thông VMG,25 - 35 triệu VND,Hà Nội
Mid-Senior Java Developer,Công ty Cổ phần Truyền thông VMG,28 - 35 triệu VND,Hà Nội
Manual Test Leader,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,30 - 34 triệu VND,Hà Nội
Java Leader,Công ty CP Nghiên cứu và phát triển Fabbi,thoả thuận,Hà Nội
Mobile Developer (Junior/Middle),Công ty Cổ phần Công nghệ eUp,20 - 25 triệu VND,Hà Nội
Junior Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ AMZ,8 - 15 triệu VND,Hà Nội
Senior System Engineer,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,thoả thuận,Hà Nội
Java Developer (Senior),CÔNG TY CỔ PHẦN OMINEXT,thoả thuận,Hà Nội
Trưởng Phòng Kinh Doanh Thương Mại Điện Tử,CÔNG TY CỔ PHẦN TẬP ĐOÀN SD HOLDINGS,15 - 30 triệu VND,Hà Nội
Senior Frontend Developer (Angular),CÔNG TY TNHH FIVE-STAR E-LEARNING,25 - 40 triệu VND,Hà Nội
Nhân Viên Quản Lý Dịch Vụ Kỹ Thuật,Chi Nhánh Kỹ thuật Viettel Bình Định,7 - 25 triệu VND,Bình Định
Giáo Viên Steam,Học Viện Công Nghệ Kid Leader Hub,8 - 15 triệu VND,Hồ Chí Minh
Quản Lý Dự Án (Project Manager),Công ty Cổ phần Viễn thông ASIM,thoả thuận,Hà Nội
Kỹ Sư Ip (Bo),Tổng Công ty Mạng lưới Viettel – Chi nhánh Tập đoàn Công nghiệp – Viễn thông Quân đội,10 - 25 triệu VND,Hồ Chí Minh
Senior QA Engineer,CÔNG TY TNHH KAMEREO,thoả thuận,Hồ Chí Minh
Chuyên Viên Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN VETC,"1,800 usd",Hà Nội
Thực Tập Sinh Quay Dựng Video Ngắn Mảng Nội Thất,CÔNG TY TNHH TIMON VIỆT NAM,2 - 5 triệu VND,Hà Nội
Nhân Viên Web Designer (Html/ Css),Công ty Cổ phần Công nghệ phần mềm và quảng cáo trực tuyến MegaAds,12 - 18 triệu VND,Hà Nội
Staff - IT Fullstack,Công ty TNHH CJ Vina Agri,thoả thuận,Long An
Manual Test Dự Án Banking (2 Năm Kinh Nghiệm),CÔNG TY CỔ PHẦN PARALINE SOFTWARE,16 - 25 triệu VND,Hà Nội
Network Engineer,Công ty TNHH MTV Ứng Dụng Kỹ Thuật và Sản xuất,thoả thuận,Hà Nội
Kỹ Sư Điện Tử Viễn Thông (Giỏi Tiếng Anh),Công ty cổ phần thiết bị Mỹ Kim,20 - 30 triệu VND,Hà Nội
Sr.Full Stack Web Developer For Long-Term Contract,CÔNG TY TNHH WISE COMMERCE VIỆT NAM,thoả thuận,Toàn Quốc
Junior/Middle Java Developer (English),Newwave Solutions JSC,18 - 28 triệu VND,Hà Nội
Kỹ Sư Cầu Nối BrSE (Sign In Bonus),Newwave Solutions JSC,30 - 65 triệu VND,Hà Nội
GRC Consultant,FPT IS,thoả thuận,Hà Nội
Brand-Comm. Manager,CHI NHÁNH AROBID - CÔNG TY CỔ PHẦN TẦM NHÌN MỚI,thoả thuận,Hồ Chí Minh
Data Engineer (Onsite),Công ty cổ phần Ecoit,20 - 28 triệu VND,Hà Nội
Product Owner (Mobile Games),CÔNG TY CỔ PHẦN IKAME GLOBAL,36 triệu VND,Hà Nội
Thực Tập Sinh Công Nghệ Thông Tin Full Time,CÔNG TY TNHH GENTHERM VIỆT NAM,48 triệu VND,Hà Nam
Nghiên Cứu Và Phát Triển Sản Phẩm R&D,CÔNG TY CỔ PHẦN QUẢNG CÁO DIGI HERO,13 - 18 triệu VND,Hà Nội
Chuyên Viên Power BI Admin/ Looker,CÔNG TY TNHH LIMONCG,14 - 17 triệu VND,Hồ Chí Minh
Lập Trình Viên Nhật (Hỗ Trợ Thủ Tục Visa Nhanh ),Công ty TNHH City Ascom Việt Nam,80 triệu VND,Nước Ngoài
Odoo Developer (Python),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,28 triệu VND,Hà Nội
Business Analyst - Yêu Cầu Tiếng Trung,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,"1,200 usd",Hà Nội
Nhân Viên IT,CÔNG TY CỔ PHẦN FUJINET SYSTEMS,thoả thuận,Hà Nội
Infrastructure Server And Database Senior,FPT IS,thoả thuận,Hồ Chí Minh
Infrastructure Network Engineer,FPT IS,thoả thuận,Hồ Chí Minh
Product Manager (Mobile Games),CÔNG TY CỔ PHẦN IKAME GLOBAL,"2,000 usd",Hà Nội
"Technical Designer (Intimate, US Market)",Crossian,thoả thuận,Hà Nội
Kỹ Thuật Viên Bảo Hành Phần Cứng Máy Tính,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ SỐ CHUYÊN NGHIỆP,thoả thuận,Hà Nội
Mid VMware Engineer,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,thoả thuận,Hồ Chí Minh
Presales Consultant,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,thoả thuận,Hồ Chí Minh
System Integration Engineer,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,thoả thuận,Hồ Chí Minh
Mid Back-End Developer (Python),CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,thoả thuận,Hồ Chí Minh
"DevOps & SRE Engineer (Ecommerce, Big Data)",Công ty CP Khoa học Dữ liệu,thoả thuận,Hà Nội
QC Team Lead,CÔNG TY CỔ PHẦN AGGREGATORI CAPACI,30 - 40 triệu VND,Hà Nội
Site Reliability Engineer (SRE),CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,thoả thuận,Hồ Chí Minh
"Senior Back-End Developer (Python, Devops)",CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,thoả thuận,Hồ Chí Minh
Senior Data Engineer,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,"800 - 1,500 usd",Hà Nội
3D Modeling,EZTech & CDT Games Studio,12 - 15 triệu VND,Hà Nội
Automation Test,CÔNG TY CỔ PHẦN CÔNG NGHỆ BE SMART,17 - 26 triệu VND,Hà Nội
Nhân Viên Vận Hành Game Casual,CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,10 - 15 triệu VND,Hà Nội
Community Manager,Công ty cổ phần công nghệ Isofh,15 - 25 triệu VND,Hà Nội
Kỹ Sư Vận Hành Mạng Core Truyền Hình Viettel,Tổng Công ty Mạng lưới Viettel – Chi nhánh Tập đoàn Công nghiệp – Viễn thông Quân đội,15 - 35 triệu VND,Hà Nội
Presale,CÔNG TY CỔ PHẦN CQ TDT ASIA,thoả thuận,Hà Nội
DevOps,CÔNG TY CỔ PHẦN HR - VJC,45 - 50 triệu VND,Hà Nội
Senior .NET Software Engineer (Hybrid),KMS Technology Vietnam,thoả thuận,"Hồ Chí Minh, Đà Nẵng"
Senior Unity Developer - Từ 04 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN ADONE,"1,500 usd",Hà Nội
Account Manager/Business Development,Công ty TNHH AEGONA,thoả thuận,Hồ Chí Minh
Blockchain Engineer,CÔNG TY CỔ PHẦN HYRA HOLDINGS,"3,000 usd",Hà Nội
Kỹ Sư Vận Hành Và Bảo Trì Phần Mềm,CÔNG TY TNHH CÔNG NGHỆ MẠNG VIỆT VINH,20 triệu VND,Hà Nội
"Middle/ Senior Backend Engineer (Java, English)",PORTERS ASIA VIETNAM COMPANY LIMITED,thoả thuận,Hồ Chí Minh
Product Owner,CÔNG TY CỔ PHẦN CÔNG NGHỆ FINVIET,50 triệu VND,Hồ Chí Minh
Project Manager N2 (Định Hướng Division Manager),CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,thoả thuận,Hà Nội
Leader Sale B2B,Công Ty TNHH Mediastep Software Việt Nam,17 triệu VND,Hà Nội & 4 nơi khác
Admin Phòng Kỹ Thuật,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ THÀNH BẮC,8 - 10 triệu VND,Hà Nội
Project Delivery Manager,Công ty Cổ phần Ứng dụng Phần mềm Mobio Việt Nam,15 - 20 triệu VND,Hà Nội
Content Specialists,CÔNG TY CỔ PHẦN HYRA HOLDINGS,12 - 18 triệu VND,Hà Nội
Partnership Manager,CÔNG TY CỔ PHẦN HYRA HOLDINGS,20 - 25 triệu VND,Hà Nội
Business Development Manager,CÔNG TY CỔ PHẦN HYRA HOLDINGS,25 - 30 triệu VND,Hà Nội
Full Stack Developer,CÔNG TY CỔ PHẦN HYRA HOLDINGS,"3,000 usd",Hà Nội
Solution Architect,Công ty Cổ phần 9Pay,thoả thuận,Hà Nội
Frontend Technical Leader,Công ty Cổ phần GEM,45 - 55 triệu VND,Hà Nội
Nhân Viên Technical Artist,Công ty TNHH  Công nghệ EZLABS,40 triệu VND,Hà Nội
Nhân Viên Game Backend Developer (Từ 2 Năm KN),Công ty TNHH  Công nghệ EZLABS,50 triệu VND,Hà Nội
IOS Developer,CÔNG TY CỔ PHẦN OMINEXT,thoả thuận,Hà Nội
Fullstack Developer Đi Làm Ngay,CÔNG TY CỔ PHẦN MIDU MENAQ7,14 - 20 triệu VND,Hà Nội
Technical Lead (Java),VNDIRECT,thoả thuận,Hà Nội
Senior Data Engineer,VNDIRECT,thoả thuận,Hà Nội
Nhân Viên IT Phần Mềm,Công Ty TNHH ITM Semiconductor Vietnam,thoả thuận,Bắc Ninh
"Chuyên Viên Thẩm Định Dự Án Công Nghệ, IT",TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,15 - 20 triệu VND,Hà Nội
Nhân Viên IT Helpdesk,CHI NHÁNH CÔNG TY CỔ PHẦN VIỆT MỸ QUẢN LÝ KHÁCH SẠN VÀ KHU NGHỈ DƯỠNG,7 - 10 triệu VND,Hoà Bình
Senior System Admin,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,thoả thuận,Hà Nội
"Android Developer (Java, Kotlin)",Công ty Cổ phần Công nghệ eUp,thoả thuận,Hà Nội
IOS Developer (Swift),Công ty Cổ phần Công nghệ eUp,thoả thuận,Hà Nội
Senior DevOps Engineer,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,50 triệu VND,Hồ Chí Minh
PQA (Junior),Công ty CP Phần mềm MOR,15 triệu VND,Hà Nội
Senior Java Developer,Công ty Cổ phần Falcon Technology,25 - 40 triệu VND,Hà Nội
IOS Developer,CÔNG TY CỔ PHẦN IKAME VIỆT NAM,"1,500 usd",Hà Nội
Odoo Dev (Python),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,"1,200 usd",Hà Nội
Business Analyst - Tiếng Trung,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,"1,200 usd",Hà Nội
Trưởng Phòng Lập Trình,Công ty Cổ phần Dịch vụ Gia tăng MobiFone,25 - 30 triệu VND,Hà Nội
Chuyên Viên Cao Cấp Hạ Tầng Và An Ninh Công Nghệ,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,thoả thuận,Hà Nội
Junior IT Project Manager - Eng Fluent,Công Ty Cổ Phần Công Nghệ VMO Holdings,15 - 25 triệu VND,Hà Nội
PHP Developer (Tiếng Nhật N3),Công Ty Cổ Phần Công Nghệ VMO Holdings,thoả thuận,Hà Nội
Scrum Master,Công ty Cổ phần Vulcan Labs,thoả thuận,Hồ Chí Minh
IT Comtor Không Yêu Cầu Kinh Nghiệm (Biên/Phiên Dịch Tiếng Nhật),CÔNG TY TNHH ARCH VIỆT NAM,thoả thuận,Đà Nẵng
Game Designer,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,15 - 30 triệu VND,Hà Nội
Sap Abap Developer,CÔNG TY CỔ PHẦN TẬP ĐOÀN GOLDEN GATE,thoả thuận,Hà Nội
Trưởng Nhóm Vận Hành Ecom,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,12 - 25 triệu VND,Hà Nội
Senior GCP Engineer,Công ty TNHH Dr.Joy Việt Nam,"2,000 usd",Hà Nội
Senior Business Developer,Công ty Cổ phần Trí tuệ nhân tạo Taureau (TAUREAU.AI),thoả thuận,Hà Nội
Chuyên Viên Khoa Học Công Nghệ,Trường Đại học CMC,thoả thuận,Hà Nội
3D Animator Game,Công ty TNHH Horus Productions,8 - 18 triệu VND,Hà Nội
Lập Trình Viên Java (Senior/Lead),CÔNG TY CỔ PHẦN TẬP ĐOÀN GIẢI TRÍ ĐẠI DƯƠNG,thoả thuận,Hà Nội
Bình Luận Viên Thể Thao Bóng Đá,CÔNG TY TNHH WORLD WAVE CULTURE TECHNOLOGY,12 - 22 triệu VND,Hồ Chí Minh
Artist 2D Game (Từ Level Fresher),Công ty cổ phần Công nghệ và Dịch vụ XGame,10 - 35 triệu VND,Hà Nội
Consulting Sales Software (B2B TECH),Công ty Cổ Phần Base Enterprise,8 - 20 triệu VND,Hồ Chí Minh
Nhân Viên Nghiên Cứu Và Phát Triển Hệ Thống WiFi (WiFi Engineer),Công ty Cổ phần viễn thông FPT,15 - 30 triệu VND,Hồ Chí Minh
Full Stack Developer,CÔNG TY CỔ PHẦN HYRATEK,"3,000 usd",Hà Nội
Kỹ Thuật Viên Triển Khai,Công ty Cổ phần Công nghệ Tiên Phát - VP Đà Nẵng,thoả thuận,Đà Nẵng
Chuyên Viên Chuyển Đổi Số,Công ty cổ phần Công nghệ Phẩm Ba Đình,thoả thuận,Hà Nội
Business Consulting Sales (B2B Tech),Công ty cổ phần Base Enterprise,8 - 25 triệu VND,Hồ Chí Minh
Sales Manager -  VN Market,OpenCommerce Group,thoả thuận,Hà Nội
Java Developer,Công ty CP Nghiên cứu và phát triển Fabbi,thoả thuận,Hà Nội
Blockchain Engineer,CÔNG TY CỔ PHẦN HYRATEK,"3,000 usd",Hà Nội
"Card System Developer Specialist (Linux, Oracle) - Phát Triển Ứng Dụng Số",Ngân Hàng TMCP An Bình,thỏa thuận,Hà Nội
Application Integration Development (API) - Phát Triển Tích Hợp Ứng Dụng,Ngân Hàng TMCP An Bình,thỏa thuận,Hà Nội
Sales IT Outsourcing,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,20 - 30 triệu VND,Hà Nội
Lập Trình Viên Android (Junior),Công ty Cổ phần INFINITY TECHNOLOGY GLOBAL,10 - 18 triệu VND,Hà Nội
Strategic Sales Manager (Key Clients),Công ty TNHH Cốc Cốc,thoả thuận,Hà Nội
Data Scientist,Khối Công nghệ thông tin - Viettel Telecom,thoả thuận,Hà Nội
Data Engineer (Big Data),Khối Công nghệ thông tin - Viettel Telecom,thoả thuận,Hà Nội
Senior Penetration Tester,NashTech,thoả thuận,Hồ Chí Minh
Java Developer ( Kinh Nghiệm 2 Năm),Công ty TNHH Phần mềm và Dịch vụ công nghệ STS,thoả thuận,Hà Nội
Nhân Viên Kỹ Thuật Triển Khai Lắp Đặt,Công ty Cổ phần MK Vision,thoả thuận,Hà Nội
Nhân Viên Mua Hàng,Công ty Cổ phần MK Vision,thoả thuận,Hà Nội
Kỹ Sư Nghiên Cứu Công Nghệ,Khối Công nghệ thông tin - Viettel Telecom,thoả thuận,Hà Nội
PHP Developer ( Trên 2 Năm Kinh Nghiệm),Công ty TNHH Phần mềm và Dịch vụ công nghệ STS,thoả thuận,Hà Nội
Partnership Manager,CÔNG TY CỔ PHẦN HYRATEK,thoả thuận,Hà Nội
Project Manager (Tiếng Anh Tốt),2NF Software,25 - 50 triệu VND,Hà Nội
Freelancer IOS (Swift/Swift UI),CÔNG TY CỔ PHẦN CQ TDT ASIA,"1,300 - 2,000 usd",Hà Nội
Kỹ Sư Phát Triển Phần Mềm Full Stack,Tổng Công ty Công nghiệp Công nghệ cao Viettel,"700 - 1,200 usd",Hà Nội
Project Manager (Tiếng Anh Tốt),Công ty TNHH phần mềm 2NF,25 - 50 triệu VND,Hà Nội
Chuyên Gia Quản Lý Chính Sách Và Tuân Thủ - CNTT,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN SÀI GÒN - HÀ NỘI,thoả thuận,Hà Nội
Chuyên Gia SOC Tier 3,Công ty CP An ninh mạng Việt Nam,65 triệu VND,Hà Nội
Nhân Viên Chạy Quảng Cáo Google,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN THƯƠNG MẠI QUỐC CƯỜNG,7512 triệu VND,Hà Nội
Kỹ Sư Vận Hành Và Triển Khai Cloud (SRE),FPT IS,thoả thuận,Hà Nội
Chuyên Viên Kỹ Thuật Triển Khai Hệ Thống,Tổng công ty Công nghệ - Viễn thông Toàn cầu,18 - 30 triệu VND,Hà Nội
Kỹ Sư Giải Pháp (Fresher/ Experience),CÔNG TY CỔ PHẦN CÔNG NGHỆ VIỄN THÔNG- TIN HỌC,thoả thuận,Hà Nội
Unity Developer Mobile Game Đi Làm Ngay,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ PHẦN MỀM GENI GLOBAL,10 - 20 triệu VND,Hà Nội
NV Kỹ Thuật Camera (Không Yêu Cầu Kinh Nghiệm),CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ THÀNH BẮC,8 - 10 triệu VND,Hà Nội
Nhân Viên Kỹ Thuật Viễn Thông,CHI NHÁNH KỸ THUẬT VIETTEL TÂY NINH - TỔNG CÔNG TY CỔ PHẦN CÔNG TRÌNH VIETTEL,15 triệu VND,Tây Ninh
Giám Đốc Kinh Doanh,CHI NHÁNH KỸ THUẬT VIETTEL TÂY NINH - TỔNG CÔNG TY CỔ PHẦN CÔNG TRÌNH VIETTEL,20 triệu VND,Tây Ninh
"Nhân Viên Quản Lý Dịch Vụ Điện, Điện Lạnh, Solar",CHI NHÁNH KỸ THUẬT VIETTEL TÂY NINH - TỔNG CÔNG TY CỔ PHẦN CÔNG TRÌNH VIETTEL,15 triệu VND,Tây Ninh
NestJS Developer,Công ty cổ phần phần mềm ITSOL Holdings,15 - 25 triệu VND,Hà Nội
Chuyên Gia Bảo Mật Quản Lý Truy Cập,Ngân Hàng TMCP An Bình,"1,500 - 2,200 usd",Hà Nội
ECM Developer (Khối Công Nghệ),Ngân Hàng TMCP An Bình,thỏa thuận,Hà Nội
BPM Developer (Khối Công Nghệ),Ngân Hàng TMCP An Bình,thỏa thuận,Hà Nội
Chuyên Gia Triển Khai Ứng Dụng DevSecOps,Ngân Hàng TMCP An Bình,thỏa thuận,Hà Nội
Network & Security Engineer,Tổng công ty Công nghệ - Viễn thông Toàn cầu,8 - 20 triệu VND,Hà Nội
NV Kỹ Thuật Camera (Không Yêu Cầu Kinh Nghiệm),CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ THÀNH BẮC,8 - 10 triệu VND,Hà Nội
Process Quality Assurance Leader,Công ty Cổ phần NTQ Solution,35 triệu VND,Hà Nội
Nhân Viên Kế Toán Công Nợ,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ THÀNH BẮC,thoả thuận,Bắc Giang
Mobile Game Designer (Kịch Bản Game),CÔNG TY CỔ PHẦN OHZE,10 - 25 triệu VND,Hà Nội
"Full Stack Technical Lead (. NEt,Java)",CÔNG TY TNHH VERISERVE VIỆT NAM,70 triệu VND,Hà Nội
Junior Ruby On Rails Developer,CÔNG TY TNHH VAREAL VIỆT NAM,thoả thuận,Hà Nội
Security Architect - Chuyên Gia Kiến Trúc Bảo Mật,Ngân Hàng TMCP An Bình,"1,500 - 2,200 usd",Hà Nội
Application Security - Chuyên Gia Kiểm Thử Xâm Nhập,Ngân Hàng TMCP An Bình,"1,500 - 2,200 usd",Hà Nội
Chuyên Gia Kỹ Thuật Bảo Mật,Ngân Hàng TMCP An Bình,"1,500 - 2,200 usd",Hà Nội
Nhân Viên Quay Dựng Video Kiêm Thiết Kế,Công ty cổ phần công nghệ Bếp Toàn Cầu,thoả thuận,Hà Nội
Front-End Developer,CÔNG TY TNHH CÔNG NGHỆ STARTECH AI,thoả thuận,Cần Thơ
C/C++ Developer - Tiếng Nhật Giao Tiếp Tốt,Công Ty Cổ Phần Công Nghệ VMO Holdings,thoả thuận,Hà Nội
AI Manager,"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",thoả thuận,Đà Nẵng
BRSE - Kỹ Sư Cầu Nối,CÔNG TY TNHH GITS,20 triệu VND,Hà Nội
C++ Wifi Bluetooth,Công ty TNHH CMC GLOBAL,thoả thuận,Hà Nội
Moodle Engineer,VC Corp,20 - 30 triệu VND,Hà Nội
Sale Leader Phần Mềm Bán Hàng,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,17 triệu VND,Hà Nội & 4 nơi khác
Edu - Chuyên Viên STEAM (HCM),CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,15 - 18 triệu VND,Hồ Chí Minh
Nhân Viên Kinh Doanh Phần Mềm Bán Hàng Tại Bắc Ninh - Lương Cơ Bản Không Phụ Thuộc KPI + Hoa Hồng Theo Sản Phẩm + Thưởng + Phụ Cấp Di Chuyển,iPOS.vn,12 - 20 triệu VND,Bắc Ninh
Nhân Viên Kiểm Soát Chất Lượng (KYC Kinh Nghiệm),CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ZOMZEM,8512 triệu VND,Hồ Chí Minh
Chuyên Viên Cao Cấp Quản Trị Hạ Tầng - TEC - 3H139,Tập đoàn ROX (ROX Group),thoả thuận,Hà Nội
Giảng Viên Cơ Hữu Bộ Môn Hệ Thống Thông Tin,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ ĐÔNG Á,thoả thuận,Hà Nội
Moodle Engineer,Công Ty Cổ Phần VCCorp,20 - 30 triệu VND,Hà Nội
K18 Education Quality Assurance Specialist,MindX Technology School,15 - 20 triệu VND,Hà Nội
AI Developer,CÔNG TY TNHH TIN HỌC & DỊCH VỤ NAM LONG,thoả thuận,Hồ Chí Minh
User Acquisition Executive / Marketing Advertiser,CÔNG TY CỔ PHẦN CÔNG NGHỆ AMENO,15 - 25 triệu VND,Hồ Chí Minh
Kiểm Soát Quy Trình (PQA),Công ty An ninh mạng Viettel- Chi nhánh Tập đoàn Công nghiệp- Viễn thông quân đội,20 - 30 triệu VND,Hà Nội
Digital Marketing  Junior,CÔNG TY TNHH MAPLE LABS,thoả thuận,Hồ Chí Minh
Senior Data Scientist,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),thoả thuận,Hà Nội
Developer Leader (.NET Hoặc Java),Công ty Cổ phần Hệ thống Công nghệ ETC,25 - 50 triệu VND,Hà Nội
Fullstack Developer (Yêu Cầu 3 Năm Kinh Nghiệm),Công ty TNHH Nippon Steel Metal Products Vietnam,50 triệu VND,Hà Nội
Senior Java Web (Springboot/ Spring MVC),Công ty Cổ phần Đầu tư và Giải pháp VietIS,30 - 35 triệu VND,Hà Nội
Lập Trình Viên IT Phần Mềm,Công ty cổ phần xây dựng Đức Anh,13 - 15 triệu VND,Phú Thọ
"Trading Partner Analyst (BA, Project Management)",CÔNG TY TNHH DICENTRAL VIỆT NAM,thoả thuận,Hồ Chí Minh
Automotive S/W Test Engineer,Cty TNHH Thundersoft Việt Nam,thoả thuận,Hà Nội
Golang Developer (Junior - Senior),CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK VIỆT NAM,20 - 40 triệu VND,Hà Nội
Magento Developer,Công ty cổ phần kinh doanh công nghệ Open Techiz,15 - 20 triệu VND,Hà Nội
Mobile Developer  (React Native/ Fluter),Công ty Cổ phần Đầu tư và Công nghệ HTI,35 triệu VND,Hà Nội
Lập Trình Viên Back-End (Java),CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ VÀ THƯƠNG MẠI WIINVENT,12 - 25 triệu VND,Hà Nội
Thực Tập Sinh IOS,Công ty cổ phần Công nghệ Proton,1 - 2 triệu VND,Hà Nội
Game Designer,CÔNG TY TNHH SENSPARK,13 - 20 triệu VND,Hồ Chí Minh
Nhân Viên Xử Lý Dữ Liệu Hợp Đồng,CÔNG TY CỔ PHẦN INSMART,13 triệu VND,Hà Nội
